Wall time,Step,Value
1658869989.871217,135775,-99.29742431640625
1658869995.712491,135873,-93.74107360839844
1658870018.316353,136287,-94.09136962890625
1658870020.39889,136307,-96.01129150390625
1658870028.49431,136478,-91.48099517822266
1658870124.8410292,138159,-100.01345825195312
1658870175.610247,138605,-100.34759521484375
1658870187.219882,138714,-94.12127685546875
1658870188.192092,138750,-87.31114196777344
1658870602.929868,139525,-103.21240234375
1658870606.69715,139572,-91.119140625
1658870615.159541,139713,-92.67727661132812
1658870628.282479,139959,-100.90283203125
1658870652.3680372,140512,-94.66767883300781
1658870654.270902,140555,-91.12130737304688
1658870654.8319192,140587,-103.302490234375
1658870658.610212,140675,-111.49191284179688
1658870667.4459798,140873,-103.7657241821289
1658870667.818385,140893,-102.63632202148438
1658870677.1907651,141091,-90.87813568115234
1658870677.243662,141094,-103.03892517089844
1658870681.006975,141162,-101.9206771850586
1658870692.128445,141421,-93.39372253417969
1658870698.115662,141505,-97.72704315185547
1658870698.750462,141534,-101.04097747802734
1658870710.3994749,141709,-96.55831909179688
1658870713.691184,141777,-104.81216430664062
1658870713.9799712,141793,-103.2700424194336
1658870714.051036,141797,-96.9756088256836
1658870747.4669938,142360,-99.14533233642578
1658870747.553974,142365,-97.30363464355469
1658870757.0083,142539,-103.23949432373047
1658870765.648125,142667,-101.07689666748047
1658870782.242642,142971,-102.6283950805664
1658871052.68313,143191,-105.28397369384766
1658871065.248649,143399,-93.46611022949219
1658871092.715907,143810,-104.29449462890625
1658871093.2810082,143842,-94.87525177001953
1658871111.731972,144126,-113.72119903564453
1658871124.860372,144315,-99.52071380615234
1658871131.324809,144409,-102.92704010009766
1658871134.654805,144498,-101.66438293457031
1658871137.0236301,144511,-96.45947265625
1658871140.178577,144552,-93.48563385009766
1658871149.930908,144731,-101.92657470703125
1658871162.0009441,144905,-100.29959106445312
1658871196.642693,145511,-94.21826171875
1658871199.569271,145575,-95.7461929321289
1658871199.783573,145587,-107.60887908935547
1658871206.887807,145713,-107.54010772705078
1658871227.311293,146110,-107.06573486328125
1658871234.262964,146233,-111.8165512084961
1658871240.481554,146349,-99.04473876953125
1658871255.823402,146626,-104.69073486328125
1658871267.6691022,146879,-95.80158996582031
1658871480.164062,147140,-103.62312316894531
1658871515.8563619,147828,-94.03456115722656
1658871528.017005,148079,-106.86785125732422
1658871534.7420979,148228,-97.9531021118164
1658871547.933048,148457,-92.28012084960938
1658871566.920675,148806,-100.74240112304688
1658871567.536465,148841,-106.04629516601562
1658871572.20239,148909,-111.11547088623047
1658871596.504308,149430,-108.63459014892578
1658871598.538291,149473,-96.95416259765625
1658871612.203903,149780,-95.82593536376953
1658871621.406029,149975,-95.55815124511719
1658871628.034335,150103,-102.48461151123047
1658871639.327447,150323,-104.42744445800781
1658871657.525285,150698,-102.3050308227539
1658878239.263904,151053,-97.6323013305664
1658878251.037552,151311,-102.13685607910156
1658878258.380146,151494,-101.30994415283203
1658878260.339259,151521,-97.21881103515625
1658878267.9858718,151665,-100.90489196777344
1658878619.529258,152030,-102.22552490234375
1658878650.380842,152561,-108.08987426757812
1658878655.460234,152677,-100.28890991210938
1658878662.283242,152812,-96.03923797607422
1658878667.095427,152912,-105.47576904296875
1658878678.83695,153162,-98.80716705322266
1658878688.889992,153377,-96.3707504272461
1658878698.709318,153571,-97.78211975097656
1658878714.050456,153873,-101.46851348876953
1658878725.789312,154110,-106.04458618164062
1658878737.818463,154357,-94.58877563476562
1658878740.6570299,154436,-109.4039077758789
1658878747.835767,154589,-95.29114532470703
1658878757.166975,154778,-96.52581024169922
1658878956.8148851,155170,-93.20079803466797
1658878959.2868109,155225,-98.58502960205078
1658878971.322422,155446,-101.18153381347656
1658878997.386656,155866,-98.28921508789062
1658879031.368779,156398,-89.2780532836914
1658879038.9038432,156550,-98.77986145019531
1658879040.8273458,156564,-103.39086151123047
1658879050.44744,156752,-98.75863647460938
1658879051.1400902,156791,-95.51782989501953
1658879052.855642,156802,-101.222412109375
1658879064.407682,156983,-96.08782958984375
1658879085.876058,157398,-106.76241302490234
1658879094.87518,157560,-90.94457244873047
1658879113.761187,157953,-99.0007553100586
1658879118.65522,158065,-100.35501098632812
1658879123.190516,158154,-103.531494140625
1658879125.933207,158227,-94.2416763305664
1658879132.431135,158352,-105.40188598632812
1658879142.408695,158575,-103.2242202758789
1658879144.935551,158624,-103.67749786376953
1658879152.343013,158771,-102.48566436767578
1658879152.8598359,158800,-96.56869506835938
1658879335.77657,159287,-101.68148803710938
1658879345.2842839,159485,-104.42240905761719
1658879347.6818419,159523,-99.50726318359375
1658879352.499549,159622,-98.54411315917969
1658879355.004191,159680,-100.0322494506836
1658879357.590613,159736,-96.64129638671875
1658879362.4371798,159846,-102.42253112792969
1658879369.26679,159976,-99.98594665527344
1658879374.4555688,160097,-103.69828033447266
1658879381.684434,160236,-93.47572326660156
1658879385.9283369,160301,-99.13738250732422
1658879386.818453,160348,-94.73126220703125
1658879398.593458,160577,-99.07476806640625
1658879401.235059,160645,-96.0412368774414
1658879405.194321,160703,-95.57306671142578
1658879405.782888,160736,-93.84626770019531
1658879413.5986838,160851,-106.58678436279297
1658879418.599206,160943,-98.39180755615234
1658879437.5944161,161264,-95.24539184570312
1658879447.454274,161448,-93.8812484741211
1658879482.472577,162030,-94.79312133789062
1658879489.2885928,162157,-101.1601333618164
1658879516.342518,162739,-104.73308563232422
1658879520.938176,162834,-102.44991302490234
1658879523.057367,162876,-107.92318725585938
1658879702.3884559,163295,-100.56396484375
1658879707.302986,163386,-103.48204803466797
1658879707.4597728,163395,-96.24951171875
1658879707.5120158,163398,-95.20028686523438
1658879711.8670259,163477,-97.47216796875
1658879717.225387,163600,-104.43757629394531
1658879732.8074272,163913,-102.87347412109375
1658879737.619114,164025,-96.82564544677734
1658879751.824908,164317,-105.2263412475586
1658879761.295993,164533,-97.61383819580078
1658879765.7652202,164627,-90.91573333740234
1658879809.198998,165530,-101.63908386230469
1658879811.145717,165554,-101.54960632324219
1658879818.344039,165717,-97.5978012084961
1658879846.292353,166203,-106.08132934570312
1658879866.529984,166604,-100.62384033203125
1658879869.80829,166687,-102.89863586425781
1658880051.529741,167021,-98.91863250732422
1658880068.310685,167379,-100.6224136352539
1658880074.919122,167511,-106.4052505493164
1658880077.5097091,167566,-100.02108764648438
1658880077.652894,167574,-95.82393646240234
1658880080.231858,167637,-105.33387756347656
1658880089.670654,167850,-102.89009094238281
1658880098.814962,168037,-100.13196563720703
1658880100.956264,168080,-95.45054626464844
1658880105.8781629,168181,-102.8724594116211
1658880106.061273,168191,-94.29938507080078
1658880112.6348999,168303,-104.64698028564453
1658880127.249181,168622,-102.10511779785156
1658880131.553455,168702,-100.88839721679688
1658880138.920946,168855,-100.31634521484375
1658880150.991586,169106,-103.48445129394531
1658880158.562741,169269,-98.03640747070312
1658880165.492933,169418,-88.61306762695312
1658880173.120528,169570,-97.8499526977539
1658880197.161907,170084,-100.0849380493164
1658880199.561465,170145,-103.88225555419922
1658880211.270611,170391,-104.63497161865234
1658880213.2302332,170409,-94.55740356445312
1658880213.678303,170434,-107.85429382324219
1658880220.5859149,170561,-102.54998016357422
1658880235.26162,170898,-94.03501892089844
1658880431.5173938,171310,-100.99957275390625
1658880432.14352,171345,-105.77507019042969
1658880439.516418,171494,-92.90144348144531
1658880448.375756,171670,-99.10760498046875
1658880478.215557,172246,-95.8769760131836
1658880489.748841,172447,-98.87792205810547
1658880528.3381162,173207,-101.62890625
1658880533.5200078,173325,-102.46212005615234
1658880545.629339,173599,-100.98356628417969
1658880559.4137778,173899,-99.14934539794922
1658880575.743354,174240,-101.35836029052734
1658880599.626028,174725,-95.42105102539062
1658880781.7112708,175101,-108.38290405273438
1658880794.033702,175396,-98.12635803222656
1658880795.5477262,175405,-107.2551498413086
1658880796.314954,175448,-108.29290008544922
1658880806.710708,175667,-102.36077117919922
1658880809.404853,175740,-100.31079864501953
1658880828.2803998,176125,-100.65887451171875
1658880835.401794,176269,-102.08258819580078
1658880837.995934,176332,-99.67973327636719
1658880842.7882612,176420,-106.08045959472656
1658880852.2086349,176604,-101.09050750732422
1658880852.353306,176612,-99.0716781616211
1658880854.605397,176652,-98.91063690185547
1658880857.697152,176736,-99.36013793945312
1658880871.892035,177031,-105.67859649658203
1658880876.399926,177107,-99.18875122070312
1658880884.1293461,177288,-100.70318603515625
1658880893.271714,177462,-102.21553802490234
1658880922.558547,178092,-105.37521362304688
1658880924.991562,178147,-98.03828430175781
1658880941.6757839,178482,-102.62472534179688
1658880946.0623848,178559,-99.47183227539062
1658881135.1452658,179166,-102.29608154296875
1658881137.683917,179220,-104.78105163574219
1658881159.61659,179686,-98.62175750732422
1658881168.474866,179871,-101.94491577148438
1658881175.815753,180035,-105.49962615966797
1658881193.8765702,180361,-91.27818298339844
1658881194.2878652,180384,-100.97244262695312
1658881201.492688,180535,-98.40697479248047
1658881201.676033,180545,-94.81069946289062
1658881208.893794,180674,-102.97201538085938
1658881228.857378,181016,-106.02974700927734
1658881229.4149508,181047,-105.20341491699219
1658881243.895116,181347,-99.61309814453125
1658881250.112671,181451,-104.00167846679688
1658881266.724787,181816,-100.86039733886719
1658881269.404694,181884,-98.91681671142578
1658881276.517995,182042,-105.47101593017578
1658881279.081237,182099,-107.37674713134766
1658881290.113267,182321,-99.62068176269531
1658881292.474443,182382,-103.20671081542969
1658881296.483571,182453,-98.74239349365234
1658881301.699862,182590,-101.58690643310547
1658881301.735262,182592,-100.34706115722656
1658881308.463424,182741,-97.52738189697266
1658881479.710901,183069,-100.15689086914062
1658881480.2450209,183099,-96.94203186035156
1658881481.954868,183116,-95.7568588256836
1658881482.3116312,183136,-106.20203399658203
1658881488.964389,183268,-102.40904235839844
1658881489.088594,183275,-106.13611602783203
1658881508.720596,183693,-99.26447296142578
1658881515.4078798,183824,-97.73883056640625
1658881525.1278238,184038,-100.7624282836914
1658881527.654388,184100,-96.83685302734375
1658881549.024949,184528,-104.82557678222656
1658881550.9434922,184557,-92.64703369140625
1658881560.9284108,184795,-97.13040924072266
1658881562.6674519,184804,-94.51210021972656
1658881567.746027,184927,-98.33206939697266
1658881570.3815591,184997,-96.45394897460938
1658881576.886136,185111,-97.37471008300781
1658881579.4017222,185167,-99.34860229492188
1658881589.2967901,185388,-109.31402587890625
1658881594.338507,185495,-99.14103698730469
1658881619.761504,186046,-101.88626098632812
1658881621.753567,186084,-100.91345977783203
1658881641.05327,186490,-97.17889404296875
1658881648.155745,186631,-98.82798767089844
1658881659.4888802,186857,-95.18281555175781
1658881824.96427,187024,-98.9717025756836
1658881842.00106,187394,-93.16461181640625
1658881844.390435,187444,-106.59318542480469
1658881855.821533,187666,-101.00951385498047
1658881858.7834072,187737,-103.95647430419922
1658881863.605087,187848,-100.2863540649414
1658881867.9047701,187939,-102.32433319091797
1658881880.951081,188203,-98.85018920898438
1658881902.7524328,188698,-104.2928237915039
1658881911.8053,188853,-100.49933624267578
1658881926.9368699,189180,-99.51293182373047
1658881931.3825128,189261,-99.63446044921875
1658881931.5766342,189272,-107.154296875
1658881934.475759,189347,-103.17760467529297
1658881938.705193,189405,-102.45665740966797
1658881953.574223,189727,-100.64661407470703
1658881955.689139,189759,-103.60289764404297
1658881958.873047,189849,-104.07695007324219
1658881983.1317708,190324,-96.34288787841797
1658881985.872072,190396,-109.39928436279297
1658882002.6589398,190728,-101.50362396240234
1658882007.651656,190834,-99.64366149902344
1658882012.2286599,190922,-99.37567138671875
1658882197.0874429,191062,-98.20368194580078
1658882207.110852,191278,-102.2623062133789
1658882219.077706,191517,-99.39457702636719
1658882219.3326201,191531,-96.09608459472656
1658882224.017113,191609,-104.71511840820312
1658882236.270286,191821,-106.0615005493164
1658882289.425332,192289,-100.44210815429688
1658882385.617484,192947,-94.99003601074219
1658882429.3441632,193503,-106.69280242919922
1658882482.199975,194163,-104.44113159179688
1658882482.927047,194196,-105.29953002929688
1658882489.958455,194320,-100.62332153320312
1658882490.497642,194350,-102.47049713134766
1658882718.941226,195175,-106.00595092773438
1658882721.587919,195239,-98.97598266601562
1658882727.614462,195355,-101.51820373535156
1658882746.898156,195809,-98.5438003540039
1658882766.809609,196298,-99.802734375
1658882769.964152,196351,-101.79167175292969
1658882785.064638,196726,-115.82756042480469
1658882794.944424,196970,-107.21314239501953
1658882796.366464,197003,-100.96784973144531
1658882796.801484,197027,-105.9314193725586
1658882806.713058,197296,-109.81810760498047
1658882828.334288,197816,-104.13029479980469
1658882830.772564,197885,-104.6422348022461
1658882840.680305,198121,-106.60795593261719
1658882854.721195,198462,-101.99597930908203
1658882855.274744,198493,-106.32159423828125
1658882862.575739,198656,-99.658203125
1658882871.011764,198877,-104.03279113769531
1658882875.329461,199000,-109.90496826171875
